  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
  1461       2   0.00000000e+00   2.23444083e-05
  1462       1   0.00000000e+00   5.99856853e-05
  1462       2   0.00000000e+00   1.74848768e-05
  1463       1   0.00000000e+00   5.19879355e-05
  1463       2   0.00000000e+00   1.38635549e-05
  1464       1   0.00000000e+00   4.23060073e-05
  1464       2   0.00000000e+00   5.95839749e-06
  1465       1   0.00000000e+00   2.63186951e-05
  1466       1   0.00000000e+00   1.37710177e-05
  1466       2   0.00000000e+00   1.26180116e-05
  1467       1   0.00000000e+00   1.83303022e-05
  1467       2   0.00000000e+00   1.02287740e-05
  1468       1   0.00000000e+00   2.96286252e-05
  1468       2   0.00000000e+00   1.64545959e-05
  1469       1   0.00000000e+00   3.90038367e-05
  1469       2   0.00000000e+00   1.20157150e-05
  1470       1   0.00000000e+00   3.49127307e-05
  1470       2   0.00000000e+00   1.15221307e-05
  1471       1   0.00000000e+00   3.13773485e-05
  1472       1   0.00000000e+00   2.37078904e-05
  1472       2   0.00000000e+00   2.66907564e-05
  1473       1   0.00000000e+00   1.24291264e-05
  1473       2   0.00000000e+00   1.77928906e-05
  1474       1   0.00000000e+00   3.96004774e-05
  1474       2   0.00000000e+00   1.48116236e-05
  1475       1   0.00000000e+00   4.85373736e-05
  1475       2   0.00000000e+00   1.66983589e-05
  1476       1   0.00000000e+00   5.34090550e-05
  1476       2   0.00000000e+00   1.20376947e-05
  1477       1   0.00000000e+00   4.81819348e-05
  1477       2   0.00000000e+00   1.07307472e-05
  1478       1   0.00000000e+00   4.39092656e-05
  1479       1   0.00000000e+00   1.44051406e-05
  1479       2   0.00000000e+00   2.99046610e-05
  1480       1   0.00000000e+00   5.92351372e-06
  1480       2   0.00000000e+00   1.33608870e-05
  1481       1   0.00000000e+00   3.18583584e-05
  1481       2   0.00000000e+00   1.41834885e-05
  1482       1   0.00000000e+00   4.15829283e-05
  1482       2   0.00000000e+00   1.71619455e-05
  1483       1   0.00000000e+00   4.67652534e-05
  1483       2   0.00000000e+00   1.25798149e-05
  1484       1   0.00000000e+00   4.05335591e-05
  1484       2   0.00000000e+00   1.07172289e-05
  1485       1   0.00000000e+00   3.30001305e-05
  1486       1   0.00000000e+00   2.45818448e-05
  1486       2   0.00000000e+00   2.60202306e-05
  1487       1   0.00000000e+00   1.64217306e-05
  1487       2   0.00000000e+00   1.77695121e-05
  1488       1   0.00000000e+00   4.15392577e-05
  1488       2   0.00000000e+00   1.73436977e-05
  1489       1   0.00000000e+00   5.11524864e-05
  1489       2   0.00000000e+00   1.71929587e-05
  1490       1   0.00000000e+00   5.29115069e-05
  1490       2   0.00000000e+00   1.28544458e-05
  1491       1   0.00000000e+00   4.22955868e-05
  1491       2   0.00000000e+00   1.23246183e-05
  1492       1   0.00000000e+00   3.34297940e-05
  1493       1   0.00000000e+00   2.64383474e-05
  1493       2   0.00000000e+00   2.57931232e-05
  1494       1   0.00000000e+00   1.91435628e-05
  1494       2   0.00000000e+00   1.90156179e-05
  1495       1   0.00000000e+00   4.56564013e-05
  1495       2   0.00000000e+00   1.83532263e-05
  1496       1   0.00000000e+00   5.31864646e-05
  1496       2   0.00000000e+00   1.98214681e-05
  1497       1   0.00000000e+00   5.51720689e-05
  1497       2   0.00000000e+00   1.33804475e-05
  1498       1   0.00000000e+00   4.61478795e-05
  1498       2   0.00000000e+00   9.76052142e-06
  1499       1   0.00000000e+00   3.47075295e-05
  1500       1   0.00000000e+00   2.22049699e-05
  1500       2   0.00000000e+00   2.40517850e-05
  1501       1   0.00000000e+00   1.91923949e-05
  1501       2   0.00000000e+00   1.52003322e-05
  1502       1   0.00000000e+00   4.00086411e-05
  1502       2   0.00000000e+00   1.94740497e-05
  1503       1   0.00000000e+00   4.98480112e-05
  1503       2   0.00000000e+00   1.84835121e-05
  1504       1   0.00000000e+00   5.09278403e-05
  1504       2   0.00000000e+00   1.34307554e-05
  1505       1   0.00000000e+00   4.25085999e-05
  1505       2   0.00000000e+00   9.85242049e-06
  1506       1   0.00000000e+00   3.20456956e-05
  1507       1   0.00000000e+00   2.05299100e-05
  1507       2   0.00000000e+00   2.15917019e-05
  1508       1   0.00000000e+00   1.70203531e-05
  1508       2   0.00000000e+00   1.54536151e-05
  1509       1   0.00000000e+00   3.86219366e-05
  1509       2   0.00000000e+00   1.66767329e-05
  1510       1   0.00000000e+00   4.73903335e-05
  1510       2   0.00000000e+00   1.60351876e-05
  1511       1   0.00000000e+00   4.78830926e-05
  1511       2   0.00000000e+00   1.21365193e-05
  1512       1   0.00000000e+00   3.88355130e-05
  1512       2   0.00000000e+00   1.01878656e-05
  1513       1   0.00000000e+00   2.96849157e-05
  1514       1   0.00000000e+00   2.20182375e-05
  1514       2   0.00000000e+00   2.15671054e-05
  1515       1   0.00000000e+00   1.73569217e-05
  1515       2   0.00000000e+00   1.59417359e-05
  1516       1   0.00000000e+00   3.84161043e-05
  1516       2   0.00000000e+00   1.74660115e-05
  1517       1   0.00000000e+00   4.79625306e-05
  1517       2   0.00000000e+00   1.61634003e-05
  1518       1   0.00000000e+00   4.98415975e-05
  1518       2   0.00000000e+00   1.13322091e-05
  1519       1   0.00000000e+00   4.03403535e-05
  1519       2   0.00000000e+00   1.03419758e-05
  1520       1   0.00000000e+00   3.10814330e-05
  1521       1   0.00000000e+00   2.57456145e-05
  1521       2   0.00000000e+00   2.51429276e-05
  1522       1   0.00000000e+00   1.80509368e-05
  1522       2   0.00000000e+00   1.74702651e-05
  1523       1   0.00000000e+00   4.23516004e-05
  1523       2   0.00000000e+00   1.72616329e-05
  1524       1   0.00000000e+00   4.98166976e-05
  1524       2   0.00000000e+00   1.85477616e-05
  1525       1   0.00000000e+00   5.27151647e-05
  1525       2   0.00000000e+00   1.21868619e-05
  1526       1   0.00000000e+00   4.16229052e-05
  1526       2   0.00000000e+00   1.16325546e-05
  1527       1   0.00000000e+00   3.45698534e-05
  1528       1   0.00000000e+00   7.24030781e-06
  1528       2   0.00000000e+00   1.59136462e-05
  1529       1   0.00000000e+00   6.19550884e-06
  1529       2   0.00000000e+00   1.19473348e-05
  1530       1   0.00000000e+00   2.69591931e-05
  1530       2   0.00000000e+00   1.02939629e-05
  1531       1   0.00000000e+00   3.39647138e-05
  1531       2   0.00000000e+00   1.19429794e-05
  1532       1   0.00000000e+00   3.42286447e-05
  1532       2   0.00000000e+00   1.08383176e-05
  1533       1   0.00000000e+00   2.79150254e-05
  1533       2   0.00000000e+00   9.11715573e-06
  1534       1   0.00000000e+00   2.25398817e-05
  1535       1   0.00000000e+00   1.28442908e-05
  1535       2   0.00000000e+00   1.40599128e-05
  1536       1   0.00000000e+00   1.00293922e-05
  1536       2   0.00000000e+00   1.11592337e-05
  1537       1   0.00000000e+00   2.57483436e-05
  1537       2   0.00000000e+00   1.06305907e-05
  1538       1   0.00000000e+00   2.96514747e-05
  1538       2   0.00000000e+00   1.19528057e-05
  1539       1   0.00000000e+00   3.20864721e-05
  1539       2   0.00000000e+00   6.94764121e-06
  1540       1   0.00000000e+00   2.65299122e-05
  1540       2   0.00000000e+00   5.47107394e-06
  1541       1   0.00000000e+00   2.05425786e-05
  1542       1   0.00000000e+00   1.01958801e-05
  1542       2   0.00000000e+00   1.31291015e-05
  1543       1   0.00000000e+00   9.03596049e-06
  1543       2   0.00000000e+00   7.54530887e-06
  1544       1   0.00000000e+00   2.01888402e-05
  1544       2   0.00000000e+00   1.01324167e-05
  1545       1   0.00000000e+00   2.52071199e-05
  1545       2   0.00000000e+00   1.03181273e-05
  1546       1   0.00000000e+00   2.71366714e-05
  1546       2   0.00000000e+00   6.85626598e-06
  1547       1   0.00000000e+00   2.28095370e-05
  1547       2   0.00000000e+00   5.51389114e-06
  1548       1   0.00000000e+00   1.84707875e-05
  1549       1   0.00000000e+00   7.83086531e-06
  1549       2   0.00000000e+00   1.10545139e-05
  1550       1   0.00000000e+00   6.35952837e-06
  1550       2   0.00000000e+00   7.06104593e-06
  1551       1   0.00000000e+00   1.68873399e-05
  1551       2   0.00000000e+00   7.84589513e-06
  1552       1   0.00000000e+00   2.15856116e-05
  1552       2   0.00000000e+00   7.37172874e-06
  1553       1   0.00000000e+00   2.23937873e-05
  1554       1   0.00000000e+00   2.98375544e-05
  1554       2   0.00000000e+00   3.03054468e-05
  1555       1   0.00000000e+00   1.03634991e-05
  1555       2   0.00000000e+00   1.79174849e-05
  1556       1   0.00000000e+00   3.58870147e-05
  1556       2   0.00000000e+00   1.28459720e-05
  1557       1   0.00000000e+00   4.05969366e-05
  1557       2   0.00000000e+00   1.54564505e-05
  1558       1   0.00000000e+00   4.00914691e-05
  1558       2   0.00000000e+00   1.26239528e-05
  1559       1   0.00000000e+00   3.65361716e-05
  1559       2   0.00000000e+00   6.10130690e-06
  1560       1   0.00000000e+00   2.44755144e-05
  1561       1   0.00000000e+00   2.81301563e-05
  1561       2   0.00000000e+00   2.30001032e-05
  1562       1   0.00000000e+00   1.96150065e-05
  1562       2   0.00000000e+00   1.80309446e-05
  1563       1   0.00000000e+00   4.25011844e-05
  1563       2   0.00000000e+00   1.64215061e-05
  1564       1   0.00000000e+00   4.78640561e-05
  1564       2   0.00000000e+00   1.70471443e-05
  1565       1   0.00000000e+00   4.77547204e-05
  1565       2   0.00000000e+00   1.16140706e-05
  1566       1   0.00000000e+00   3.74894968e-05
  1566       2   0.00000000e+00   9.29755243e-06
  1567       1   0.00000000e+00   2.75445309e-05
  1568       1   0.00000000e+00   1.66945679e-05
  1568       2   0.00000000e+00   1.69959219e-05
  1569       1   0.00000000e+00   1.37028993e-05
  1569       2   0.00000000e+00   1.42475425e-05
  1570       1   0.00000000e+00   3.23897573e-05
  1570       2   0.00000000e+00   1.45034381e-05
  1571       1   0.00000000e+00   3.94966943e-05
  1571       2   0.00000000e+00   1.37570538e-05
  1572       1   0.00000000e+00   3.90531170e-05
  1572       2   0.00000000e+00   1.06074143e-05
  1573       1   0.00000000e+00   3.32227444e-05
  1573       2   0.00000000e+00   6.70682925e-06
  1574       1   0.00000000e+00   2.34914080e-05
  1575       1   0.00000000e+00   2.14991500e-05
  1575       2   0.00000000e+00   1.95266478e-05
  1576       1   0.00000000e+00   1.51243174e-05
  1576       2   0.00000000e+00   1.46642675e-05
  1577       1   0.00000000e+00   3.68833407e-05
  1577       2   0.00000000e+00   1.24147546e-05
  1578       1   0.00000000e+00   4.09496353e-05
  1578       2   0.00000000e+00   1.57097902e-05
  1579       1   0.00000000e+00   4.22562539e-05
  1579       2   0.00000000e+00   1.13564456e-05
  1580       1   0.00000000e+00   3.49836267e-05
  1580       2   0.00000000e+00   8.57676118e-06
  1581       1   0.00000000e+00   2.76535797e-05
  1582       1   0.00000000e+00   7.84122767e-06
  1582       2   0.00000000e+00   1.33277878e-05
  1583       1   0.00000000e+00   7.65149235e-06
  1583       2   0.00000000e+00   9.97586869e-06
  1584       1   0.00000000e+00   2.40713951e-05
  1584       2   0.00000000e+00   9.75850978e-06
  1585       1   0.00000000e+00   2.98780006e-05
  1585       2   0.00000000e+00   1.05697968e-05
  1586       1   0.00000000e+00   2.87311318e-05
  1586       2   0.00000000e+00   1.02907313e-05
  1587       1   0.00000000e+00   2.81889080e-05
  1588       1   0.00000000e+00   2.00099488e-05
  1588       2   0.00000000e+00   2.46228253e-05
  1589       1   0.00000000e+00   1.36092447e-05
  1589       2   0.00000000e+00   1.11324034e-05
  1590       1   0.00000000e+00   2.84281517e-05
  1590       2   0.00000000e+00   1.71962226e-05
  1591       1   0.00000000e+00   3.80922651e-05
  1591       2   0.00000000e+00   1.42572092e-05
  1592       1   0.00000000e+00   3.60685987e-05
  1592       2   0.00000000e+00   1.16578748e-05
  1593       1   0.00000000e+00   3.19048993e-05
  1594       1   0.00000000e+00   2.18598532e-05
  1594       2   0.00000000e+00   2.47386678e-05
  1595       1   0.00000000e+00   1.52777751e-05
  1595       2   0.00000000e+00   1.55169492e-05
  1596       1   0.00000000e+00   3.83221326e-05
  1596       2   0.00000000e+00   1.61916050e-05
  1597       1   0.00000000e+00   4.79909084e-05
  1597       2   0.00000000e+00   1.60149436e-05
  1598       1   0.00000000e+00   4.86664804e-05
  1598       2   0.00000000e+00   1.33168497e-05
  1599       1   0.00000000e+00   4.20869190e-05
  1599       2   0.00000000e+00   1.00809638e-05
  1600       1   0.00000000e+00   3.23960907e-05
  1600       2   0.00000000e+00   6.00047715e-06
  1601       1   0.00000000e+00   2.23275874e-05
  1602       1   0.00000000e+00   2.47183713e-06
  1602       2   0.00000000e+00   6.37672710e-06
  1603       1   0.00000000e+00   6.07475459e-06
  1603       2   0.00000000e+00   6.98229530e-06
  1604       1   0.00000000e+00   1.55094967e-05
  1604       2   0.00000000e+00   8.55272689e-06
  1605       1   0.00000000e+00   2.24486528e-05
  1605       2   0.00000000e+00   5.76158466e-06
  1606       1   0.00000000e+00   2.02190702e-05
  1606       2   0.00000000e+00   6.62497153e-06
  1607       1   0.00000000e+00   1.81714361e-05
  1608       1   0.00000000e+00   2.01707539e-05
  1608       2   0.00000000e+00   1.91837742e-05
  1609       1   0.00000000e+00   1.45191863e-05
  1609       2   0.00000000e+00   1.04518241e-05
  1610       1   0.00000000e+00   3.09562794e-05
  1610       2   0.00000000e+00   1.18533567e-05
  1611       1   0.00000000e+00   3.51137808e-05
  1611       2   0.00000000e+00   1.44659226e-05
  1612       1   0.00000000e+00   3.63710856e-05
  1612       2   0.00000000e+00   1.03368487e-05
  1613       1   0.00000000e+00   3.11138882e-05
  1613       2   0.00000000e+00   6.82703681e-06
  1614       1   0.00000000e+00   2.47481384e-05
  1615       1   0.00000000e+00   4.50576963e-06
  1615       2   0.00000000e+00   1.11521157e-05
  1616       1   0.00000000e+00   5.06940660e-06
  1616       2   0.00000000e+00   7.10335328e-06
  1617       1   0.00000000e+00   1.67580815e-05
  1617       2   0.00000000e+00   8.65244705e-06
  1618       1   0.00000000e+00   2.44936780e-05
  1618       2   0.00000000e+00   6.82875570e-06
  1619       1   0.00000000e+00   2.38961120e-05
  1619       2   0.00000000e+00   7.07956784e-06
  1620       1   0.00000000e+00   1.85359213e-05
  1620       2   0.00000000e+00   7.14115335e-06
  1621       1   0.00000000e+00   1.59646943e-05
  1622       1   0.00000000e+00   6.42434308e-06
  1622       2   0.00000000e+00   8.45544254e-06
  1623       1   0.00000000e+00   5.28935273e-06
  1623       2   0.00000000e+00   7.11219195e-06
  1624       1   0.00000000e+00   1.57133846e-05
  1624       2   0.00000000e+00   6.69533210e-06
  1625       1   0.00000000e+00   1.88717662e-05
  1625       2   0.00000000e+00   7.41789463e-06
  1626       1   0.00000000e+00   2.05062443e-05
  1627       1   0.00000000e+00   2.47330331e-05
  1627       2   0.00000000e+00   2.55997933e-05
  1628       1   0.00000000e+00   1.11116816e-05
  1628       2   0.00000000e+00   1.40007570e-05
  1629       1   0.00000000e+00   3.05431378e-05
  1629       2   0.00000000e+00   1.28965352e-05
  1630       1   0.00000000e+00   3.82068574e-05
  1630       2   0.00000000e+00   1.22614500e-05
  1631       1   0.00000000e+00   4.08126729e-05
  1631       2   0.00000000e+00   8.83978322e-06
  1632       1   0.00000000e+00   3.65630061e-05
  1632       2   0.00000000e+00   7.37228296e-06
  1633       1   0.00000000e+00   2.81561357e-05
  1633       2   0.00000000e+00   6.60271031e-06
  1634       1   0.00000000e+00   2.03400471e-05
  1635       1   0.00000000e+00   1.56457226e-05
  1635       2   0.00000000e+00   1.42331022e-05
  1636       1   0.00000000e+00   1.26364743e-05
  1636       2   0.00000000e+00   1.20034901e-05
  1637       1   0.00000000e+00   2.74707493e-05
  1637       2   0.00000000e+00   1.21997401e-05
  1638       1   0.00000000e+00   3.30166687e-05
  1638       2   0.00000000e+00   1.13713351e-05
  1639       1   0.00000000e+00   3.43140186e-05
  1639       2   0.00000000e+00   7.45643506e-06
  1640       1   0.00000000e+00   2.90070334e-05
  1640       2   0.00000000e+00   5.53543478e-06
  1641       1   0.00000000e+00   1.74974205e-05
  1641       2   0.00000000e+00   6.44133506e-06
  1642       1   0.00000000e+00   1.11357346e-05
  1643       1   0.00000000e+00   3.57271552e-06
  1644       1   0.00000000e+00   1.88551855e-05
  1645       1   0.00000000e+00   2.28869717e-05
  1645       2   0.00000000e+00   8.65188791e-06
  1646       1   0.00000000e+00   2.90140039e-05
  1646       2   0.00000000e+00   9.14416794e-06
  1647       1   0.00000000e+00   2.95856478e-05
  1647       2   0.00000000e+00   8.33704841e-06
  1648       1   0.00000000e+00   2.65854775e-05
  1648       2   0.00000000e+00   6.06838413e-06
  1649       1   0.00000000e+00   2.12995738e-05
  1650       1   0.00000000e+00   1.56773268e-05
  1650       2   0.00000000e+00   1.73129844e-05
  1651       1   0.00000000e+00   1.00214985e-05
  1651       2   0.00000000e+00   1.08528937e-05
  1652       1   0.00000000e+00   2.50647859e-05
  1652       2   0.00000000e+00   1.16873234e-05
  1653       1   0.00000000e+00   3.25649514e-05
  1653       2   0.00000000e+00   1.05697373e-05
  1654       1   0.00000000e+00   3.28108126e-05
  1654       2   0.00000000e+00   9.05959484e-06
  1655       1   0.00000000e+00   2.76866855e-05
  1655       2   0.00000000e+00   7.53873688e-06
  1656       1   0.00000000e+00   2.39501004e-05
  1657       1   0.00000000e+00   3.25169017e-06
  1657       2   0.00000000e+00   1.08086672e-05
  1658       1   0.00000000e+00   4.24272061e-06
  1658       2   0.00000000e+00   5.93815269e-06
  1659       1   0.00000000e+00   1.53089896e-05
  1659       2   0.00000000e+00   7.56319983e-06
  1660       1   0.00000000e+00   2.08288214e-05
  1660       2   0.00000000e+00   7.66778275e-06
  1661       1   0.00000000e+00   2.26925228e-05
  1661       2   0.00000000e+00   5.84714751e-06
  1662       1   0.00000000e+00   2.00600019e-05
  1663       1   0.00000000e+00   2.73578027e-05
  1663       2   0.00000000e+00   2.55441403e-05
  1664       1   0.00000000e+00   1.59046547e-05
  1664       2   0.00000000e+00   1.42351267e-05
  1665       1   0.00000000e+00   3.57070523e-05
  1665       2   0.00000000e+00   1.51145983e-05
  1666       1   0.00000000e+00   4.30967873e-05
  1666       2   0.00000000e+00   1.54306833e-05
  1667       1   0.00000000e+00   4.40095915e-05
  1667       2   0.00000000e+00   1.17168832e-05
  1668       1   0.00000000e+00   3.91288557e-05
  1668       2   0.00000000e+00   7.27454374e-06
  1669       1   0.00000000e+00   2.91281769e-05
  1670       1   0.00000000e+00   2.38296797e-05
  1670       2   0.00000000e+00   2.39519973e-05
  1671       1   0.00000000e+00   1.80120326e-05
  1671       2   0.00000000e+00   1.49494953e-05
  1672       1   0.00000000e+00   3.90262400e-05
  1672       2   0.00000000e+00   1.70517713e-05
  1673       1   0.00000000e+00   4.85749947e-05
  1673       2   0.00000000e+00   1.59783138e-05
  1674       1   0.00000000e+00   4.73523134e-05
  1674       2   0.00000000e+00   1.38979260e-05
  1675       1   0.00000000e+00   4.12781182e-05
  1675       2   0.00000000e+00   8.85193271e-06
  1676       1   0.00000000e+00   2.93939825e-05
  1676       2   0.00000000e+00   5.88968823e-06
  1677       1   0.00000000e+00   2.12935848e-05
  1678       1   0.00000000e+00   1.71632620e-05
  1678       2   0.00000000e+00   4.98670090e-06
  1679       1   0.00000000e+00   9.81026617e-06
  1680       1   0.00000000e+00   1.59113415e-05
  1681       1   0.00000000e+00   4.22682449e-05
  1681       2   0.00000000e+00   1.11663020e-05
  1682       1   0.00000000e+00   3.33166393e-05
  1682       2   0.00000000e+00   1.42380539e-05
  1683       1   0.00000000e+00   3.99403784e-05
  1683       2   0.00000000e+00   1.54491499e-05
  1684       1   0.00000000e+00   4.30317998e-05
  1684       2   0.00000000e+00   9.88509843e-06
  1685       1   0.00000000e+00   3.60845228e-05
  1685       2   0.00000000e+00   7.73872296e-06
  1686       1   0.00000000e+00   2.59885512e-05
  1687       1   0.00000000e+00   3.13018757e-05
  1687       2   0.00000000e+00   2.63193957e-05
  1688       1   0.00000000e+00   2.16129334e-05
  1688       2   0.00000000e+00   1.83087410e-05
  1689       1   0.00000000e+00   4.20460337e-05
  1689       2   0.00000000e+00   2.09307821e-05
  1690       1   0.00000000e+00   5.26090132e-05
  1690       2   0.00000000e+00   1.70614481e-05
  1691       1   0.00000000e+00   5.12142805e-05
  1691       2   0.00000000e+00   1.30908950e-05
  1692       1   0.00000000e+00   4.33428897e-05
  1692       2   0.00000000e+00   8.22698012e-06
  1693       1   0.00000000e+00   3.00081705e-05
  1694       1   0.00000000e+00   2.82605253e-05
  1694       2   0.00000000e+00   2.43888293e-05
  1695       1   0.00000000e+00   2.41427540e-05
  1695       2   0.00000000e+00   1.69683942e-05
  1696       1   0.00000000e+00   4.57442101e-05
  1696       2   0.00000000e+00   2.06152198e-05
  1697       1   0.00000000e+00   5.65587935e-05
  1697       2   0.00000000e+00   1.81266982e-05
  1698       1   0.00000000e+00   5.45202027e-05
  1698       2   0.00000000e+00   1.50875902e-05
  1699       1   0.00000000e+00   4.52966315e-05
  1699       2   0.00000000e+00   1.07074582e-05
  1700       1   0.00000000e+00   3.47509733e-05
  1701       1   0.00000000e+00   1.43706003e-05
  1701       2   0.00000000e+00   1.92533973e-05
  1702       1   0.00000000e+00   9.82656731e-06
  1702       2   0.00000000e+00   1.61080582e-05
  1703       1   0.00000000e+00   3.27361285e-05
  1703       2   0.00000000e+00   1.36745414e-05
  1704       1   0.00000000e+00   3.94121702e-05
  1704       2   0.00000000e+00   1.42274883e-05
  1705       1   0.00000000e+00   3.95186534e-05
  1705       2   0.00000000e+00   1.10054568e-05
  1706       1   0.00000000e+00   3.43227517e-05
  1706       2   0.00000000e+00   6.71746619e-06
  1707       1   0.00000000e+00   2.35956631e-05
  1708       1   0.00000000e+00   2.94727939e-05
  1708       2   0.00000000e+00   2.37075585e-05
  1709       1   0.00000000e+00   2.26822103e-05
  1709       2   0.00000000e+00   1.63103215e-05
  1710       1   0.00000000e+00   4.25126012e-05
  1710       2   0.00000000e+00   1.92433415e-05
  1711       1   0.00000000e+00   5.23042649e-05
  1711       2   0.00000000e+00   1.70775425e-05
  1712       1   0.00000000e+00   5.33029500e-05
  1712       2   0.00000000e+00   1.19143179e-05
  1713       1   0.00000000e+00   4.24668563e-05
  1713       2   0.00000000e+00   1.07988361e-05
  1714       1   0.00000000e+00   3.37588613e-05
  1715       1   0.00000000e+00   1.30229181e-05
  1715       2   0.00000000e+00   1.85209438e-05
  1716       1   0.00000000e+00   1.23355857e-05
  1716       2   0.00000000e+00   1.22100892e-05
  1717       1   0.00000000e+00   3.07718983e-05
  1717       2   0.00000000e+00   1.47320456e-05
  1718       1   0.00000000e+00   4.11106228e-05
  1718       2   0.00000000e+00   1.30037275e-05
  1719       1   0.00000000e+00   4.00858932e-05
  1719       2   0.00000000e+00   1.24588742e-05
  1720       1   0.00000000e+00   3.51710057e-05
  1720       2   0.00000000e+00   8.55037154e-06
  1721       1   0.00000000e+00   2.58362456e-05
  1722       1   0.00000000e+00   2.81156109e-05
  1722       2   0.00000000e+00   2.37341094e-05
  1723       1   0.00000000e+00   2.05840168e-05
  1723       2   0.00000000e+00   1.79339961e-05
  1724       1   0.00000000e+00   4.55506499e-05
  1724       2   0.00000000e+00   1.69006672e-05
  1725       1   0.00000000e+00   5.51227562e-05
  1725       2   0.00000000e+00   1.64628269e-05
  1726       1   0.00000000e+00   5.34363935e-05
  1726       2   0.00000000e+00   1.49039362e-05
  1727       1   0.00000000e+00   4.65636398e-05
  1727       2   0.00000000e+00   9.98987236e-06
  1728       1   0.00000000e+00   3.41755551e-05
  1728       2   0.00000000e+00   6.12397726e-06
  1729       1   0.00000000e+00   2.02645022e-05
  1730       1   0.00000000e+00   1.38136816e-05
  1730       2   0.00000000e+00   9.89822806e-06
  1731       1   0.00000000e+00   1.40051718e-05
  1731       2   0.00000000e+00   1.27759690e-05
  1732       1   0.00000000e+00   2.97099072e-05
  1732       2   0.00000000e+00   1.16934966e-05
  1733       1   0.00000000e+00   3.48226339e-05
  1733       2   0.00000000e+00   1.13239572e-05
  1734       1   0.00000000e+00   3.45489498e-05
  1734       2   0.00000000e+00   8.47073255e-06
  1735       1   0.00000000e+00   2.86221137e-05
  1735       2   0.00000000e+00   6.21379093e-06
  1736       1   0.00000000e+00   2.14042628e-05
  1737       1   0.00000000e+00   1.36055622e-05
  1737       2   0.00000000e+00   1.46649285e-05
  1738       1   0.00000000e+00   1.23941753e-05
  1738       2   0.00000000e+00   8.98416271e-06
  1739       1   0.00000000e+00   2.61580247e-05
  1739       2   0.00000000e+00   1.13370608e-05
  1740       1   0.00000000e+00   3.20448406e-05
  1740       2   0.00000000e+00   1.17412145e-05
  1741       1   0.00000000e+00   3.26759255e-05
  1741       2   0.00000000e+00   9.22618893e-06
  1742       1   0.00000000e+00   2.92187708e-05
  1742       2   0.00000000e+00   5.70667516e-06
  1743       1   0.00000000e+00   2.30128675e-05
  1744       1   0.00000000e+00   9.32669194e-06
  1744       2   0.00000000e+00   1.38839347e-05
  1745       1   0.00000000e+00   6.44144515e-06
  1745       2   0.00000000e+00   9.59653138e-06
  1746       1   0.00000000e+00   2.35648857e-05
  1746       2   0.00000000e+00   7.56221091e-06
  1747       1   0.00000000e+00   2.85337024e-05
  1747       2   0.00000000e+00   9.64978927e-06
  1748       1   0.00000000e+00   2.90320677e-05
  1748       2   0.00000000e+00   8.93226225e-06
  1749       1   0.00000000e+00   2.55648134e-05
  1749       2   0.00000000e+00   6.74416196e-06
  1750       1   0.00000000e+00   1.97644762e-05
  1751       1   0.00000000e+00   2.13324518e-05
  1751       2   0.00000000e+00   1.89731508e-05
  1752       1   0.00000000e+00   1.41596344e-05
  1752       2   0.00000000e+00   1.34191577e-05
  1753       1   0.00000000e+00   3.17858487e-05
  1753       2   0.00000000e+00   1.34317974e-05
  1754       1   0.00000000e+00   4.03708896e-05
  1754       2   0.00000000e+00   1.13516745e-05
  1755       1   0.00000000e+00   3.75669303e-05
  1755       2   0.00000000e+00   1.14754525e-05
  1756       1   0.00000000e+00   3.44728730e-05
  1756       2   0.00000000e+00   5.81609924e-06
  1757       1   0.00000000e+00   2.39971344e-05
  1758       1   0.00000000e+00   2.54916896e-05
  1758       2   0.00000000e+00   2.24934591e-05
  1759       1   0.00000000e+00   1.69806651e-05
  1759       2   0.00000000e+00   1.61293033e-05
  1760       1   0.00000000e+00   3.84478879e-05
  1760       2   0.00000000e+00   1.51748813e-05
  1761       1   0.00000000e+00   4.43078813e-05
  1761       2   0.00000000e+00   1.61457988e-05
  1762       1   0.00000000e+00   4.41060443e-05
  1762       2   0.00000000e+00   1.21485739e-05
  1763       1   0.00000000e+00   3.64266426e-05
  1763       2   0.00000000e+00   8.48483987e-06
  1764       1   0.00000000e+00   2.72977026e-05
  1765       1   0.00000000e+00   1.22829016e-05
  1765       2   0.00000000e+00   1.50282374e-05
  1766       1   0.00000000e+00   1.06854859e-05
  1766       2   0.00000000e+00   1.20628133e-05
  1767       1   0.00000000e+00   2.96521377e-05
  1767       2   0.00000000e+00   1.05088809e-05
  1768       1   0.00000000e+00   3.32938505e-05
  1768       2   0.00000000e+00   1.30733758e-05
  1769       1   0.00000000e+00   3.32405395e-05
  1769       2   0.00000000e+00   9.97526656e-06
  1770       1   0.00000000e+00   2.83217196e-05
  1770       2   0.00000000e+00   5.91389692e-06
  1771       1   0.00000000e+00   1.93192265e-05
  1772       1   0.00000000e+00   1.91292270e-05
  1772       2   0.00000000e+00   1.55727702e-05
  1773       1   0.00000000e+00   1.60244318e-05
  1773       2   0.00000000e+00   1.21418102e-05
  1774       1   0.00000000e+00   2.92309691e-05
  1774       2   0.00000000e+00   1.49681159e-05
  1775       1   0.00000000e+00   3.63972968e-05
  1775       2   0.00000000e+00   1.21453873e-05
  1776       1   0.00000000e+00   3.61166585e-05
